id,card01,card02,card03,card04,card05,card06,card07,card08,card09,card10,card11,card12,sub
14758,10495.96,0,78.5,636.68,12.5,0,0,378.08,178.14,162,535.5,8514.56,0
14759,9377.71,0,84.5,1033.99,18.4,53.2,0,764.3,127.74,163.1,728.4,6404.08,0
14760,8263.4,0.01,264.4,514.26,22,0,0,347.55,72.47,101.6,264.3,6676.81,0
14761,8710.26,0,174.6,1051.72,40.3,18.35,0,514.3,25.08,93.8,400.9,6391.21,0
14762,14195.5,0,185.5,683.9,25,0,0,997.31,141.22,105.6,1262.1,10794.87,0
14763,9891.55,7,214.7,1358.54,0,9.55,0,592.9,51.6,112.4,807.8,6737.06,0
14766,9614.24,0,116.6,985.48,0,0,0,505.63,78.2,62.1,561.5,7304.73,0
14767,7295.52,0,131.7,577.47,8.4,3.5,0,176.3,124.32,90.5,444.8,5738.53,0
14772,7477.49,0,207.8,826.13,36.22,0,0,415.48,112.14,147.46,180,5552.26,0
14773,9352.83,0,109.28,675.87,3.5,33.85,0,644.81,182.22,316.1,392.2,6995,1000
14778,12646.42,0,871.5,1202.74,3.63,2.3,0,867.62,171.9,114.45,631.7,8780.58,0
14779,12981.23,0,181.48,863.48,19.4,41.4,100,1076.72,89.16,225.8,628.9,9754.89,0
14780,7037.78,0,102.5,717.33,12,4.2,0,213.81,33.8,139.9,223.7,5590.54,0
14781,8011.11,0,206.95,1238.79,5.5,7.2,0,122.9,40.08,154.3,420,5815.39,0
14782,5560.83,0.05,61.2,519.57,0,0,0,72.2,9.72,52.1,152.7,4693.29,0
14783,8123.72,0,13.5,342.21,0,11.8,24,171.5,69.24,63.4,255.3,7172.77,0
14794,6210.85,0,66.4,563.24,0,2.7,0,468.79,21.6,52.1,312.6,4723.42,0
14795,6200.23,0,69.1,706.49,8.6,18.3,0,356.4,50.4,132.6,322.9,4535.44,0
14798,4403.49,0,129.6,548.44,0,0,0,182.63,39.6,63.8,457.4,2982.02,0
14799,6311.15,0,110.1,390.37,0,8.5,0,168.15,169.32,82.9,584.1,4797.71,0
14802,11046.68,0,28,1215.51,0,0,0,75,28.08,75.2,402.36,9222.53,0
14803,10800.92,0,84.5,646.9,31.16,92.9,27,359.5,119.58,182.9,786.25,8470.23,2000
14810,10148.78,0,125.6,1117.98,0,6,0,289.65,43.62,102.6,455.7,8007.63,0
14811,12611.93,0,360.3,1012.54,16.9,31.4,0,392.88,7.2,147.3,779,9864.41,0
14814,15099.67,0,194.5,1317.76,22.95,0,0,687.93,140.58,258.8,1364.9,11112.25,0
14815,16021.27,203.42,234.2,373.47,33.9,0,0,477.2,151.2,226.7,2079.3,12241.88,0
14816,9062.28,0,132.6,583.51,3.5,0,0,398.61,248.1,167.4,701.1,6827.46,0
14817,8074.49,0,169.3,386.38,13.1,4.05,0,161.3,185.82,239,1400.2,5515.34,0
14824,7317.28,0,98.4,169.68,47.5,10,0,425.13,48,176.5,426.8,5915.27,0
14825,5800.39,0,174.72,258.22,6,60.2,0,334.1,132,249.3,80.3,4505.55,0
14826,8612.43,0,299.2,252.43,0,5.4,0,446.5,66,126.7,1488.6,5927.6,0
14827,5208.56,0,201.58,166.63,0,70.45,0,262,82.8,214.5,831.1,3379.5,0
14828,8349.78,0,146.1,676.38,0,0,0,443.31,120.94,120.7,418.1,6424.25,0
14829,7862.13,0,232.7,979.13,5.5,16,0,344.8,14.4,206.4,633.4,5429.8,0
14830,7692.36,0,117.1,707.36,0,0,0,572.96,57.5,83.2,565.4,5588.84,0
14831,7436.88,0,143.6,1097.67,14,5.7,0,243.8,79.2,73.5,993.1,4786.31,0
14832,7664.37,0,240.3,690.85,0,0,0,155.35,155.62,212.1,569.3,5640.85,0
14833,8350.51,0,108.8,1001.29,0,3.3,0,184,133.5,286.1,304.3,6329.22,1000
14834,3494.34,0.02,118.1,378.45,1.03,0,0,72.6,3.6,12.53,9.3,2898.71,0
14835,4079.61,0,25.83,284.16,0,1.6,0,198.36,0,67.03,23,3479.63,1500
14836,4760.84,0,57.6,562.99,1.2,0,0,125.26,149.4,70.7,199.5,3594.19,0
14837,6562.98,0,34.5,763.71,0,2.8,0,261.13,120.84,202.2,303.6,4874.2,0
14842,8059.35,0,172,593.76,0,0,0,294.5,149.82,45.8,544.6,6258.87,0
14843,7686.01,0,247.7,742.7,18.3,1,0,193.45,197.88,67.6,667.3,5550.08,0
14854,8565,0,44.5,341.6,13,9,0,626.9,0,81.3,251.2,7197.5,0
14855,5325.46,0,38.9,258.79,0,0,0,263.4,3.6,15.4,92.8,4652.57,0
14860,11662.41,0,22.12,1187.41,19.5,0,0,424.35,60,96.7,1209.52,8642.81,0
14861,11837.51,0,159.33,1348.52,0,1,7,618.91,78.9,86.2,1408,8129.65,0
14862,10681.76,0.04,216.3,962.51,0,0,0,146.55,14.4,86.3,731.3,8524.36,0
14863,10131.21,15,84.9,1116.06,26,77,0,473.92,3.6,77.4,357.2,7900.13,0
14864,7213.14,0,340.1,455.22,5.5,0,0,89.1,28.8,87.7,518.8,5687.92,0
14865,3593.41,0,15.4,264.08,0,0,0,49,21.6,50.1,288.1,2905.13,0
14870,11914.09,0,65,886.48,6.5,0,0,200.55,11.4,119.04,494.82,10130.3,0
14871,9233.31,0,146.35,433.03,0,8.4,2.5,179.7,121.44,60.3,422.8,7858.79,0
14882,10832.4,40.01,113.6,750.31,4.5,0,0,209.08,46.86,238.4,320.4,9109.24,0
14883,9826.77,0,77.88,520.31,15,48.55,0,310.1,98.28,219.6,389.33,8147.72,0
14888,14417.79,0,57,872.94,0,0,0,908.13,50.6,129.8,956.6,11442.72,0
14889,14794.53,0,409.98,1227.28,62.7,49.55,0,588.4,57.6,94.4,428.6,11876.02,0
14890,8651.96,0,132.6,866.02,246,3,3.6,72.63,41.04,50.8,605.6,6630.67,0
14891,10710.09,0,350.75,915.35,0,12.6,0,589.85,0,156,150.9,8534.64,0
14894,9223.58,0,493.1,891.69,5.5,0,0,178.4,55.76,48.3,445.18,7105.65,0
14895,8033.08,0,351.11,944.18,10.8,18,0,349.15,10.8,153.6,375.8,5819.64,0
14902,12067.78,0.02,353.8,1103.46,0,7.3,0,275.22,61.5,80.8,544.8,9640.88,0
14903,16688.19,0,508.97,830.89,0,99.35,3.5,761.1,193.56,131,834.6,13325.22,0
14904,12110.12,0.01,443.8,992.43,0,0,0,172.09,74.64,78.8,1006.45,9341.9,0
14905,10780.01,0,221.25,892.53,0,22.2,0,404.8,123.78,84.3,1562.4,7468.75,0
14908,8563.38,0,110.9,876.53,10.15,0.3,0,174.14,30.12,77.83,365.5,6917.91,0
14909,12294.98,0,154.08,495.72,0,57.35,0,328.5,17.7,155.1,745.45,10341.08,1500
14922,10776.45,0,300.9,526.81,36.55,0,0,285.11,49.02,27.8,277.2,9273.06,0
14923,11840.93,0,437.26,483.64,9.5,6.5,0,300.5,56.34,68.1,441.6,10037.49,2000
14924,8426.01,0,0,700.75,0,0,0,295.48,111.18,132.2,425.5,6760.9,0
14925,12375.21,0,327.77,618.51,0,37.35,5.5,552.05,115.2,75.7,564.3,10078.83,0
14926,11973.67,4,93.4,1068.98,0,0,0,829.33,179.16,82.6,796.7,8919.5,0
14927,14295.62,0,136.3,602.16,5,22.5,4,666.8,108,74.4,748.6,11927.86,0
14930,7030.11,0,64.3,501.51,0,0,0,264.56,52.02,51.1,377.9,5718.72,0
14931,8834.57,0,101.4,353.05,0,7,0,392.3,42.54,42,325.3,7570.98,0
14932,10498.09,3.66,147.56,953.08,15,0,0,395.81,71.22,38.65,144,8729.11,0
14933,10105.11,0,65.86,719.11,0,21.9,3.5,155.5,35.52,48.55,181.85,8873.32,1500
14936,9131.81,0,59.8,781.78,23,0,0,370.63,31.74,29.4,227.2,7608.26,0
14937,9587.02,0,220.17,370.28,0,11.5,0,366.15,28.8,29.9,491.9,8068.32,0
14940,12008,0,353,1202.62,0,0.4,0,394.02,172.08,265.1,1099.1,8521.68,0
14941,14674.91,0,1017.26,911.21,0,3,0.5,403.1,162.12,249.6,1167.2,10760.92,0
14942,8807.69,0,67.1,840.23,10.1,0,0,248.46,50.4,121.4,417.1,7052.9,0
14943,10489.31,0,393.15,1241.31,15,38.1,0,537.4,43.2,107,127,7987.15,1000
14950,8895.57,0,214.85,670.76,19.7,1,0,381.12,110.4,103.2,556.03,6838.51,0
14951,11538.01,0,400.05,575.24,20.8,35.2,0,292.4,143.04,176.7,958.9,8935.68,0
14956,8263.4,15,594.9,475.29,0.2,0,0,38,96.28,65.7,534.32,6443.71,0
14957,9286.39,7,185,743.48,21,13.85,0,85.1,32.4,93.2,834.95,7270.41,1000
14960,8401.37,0,110.8,744.03,0,0,0,140.03,201.46,140.93,548.4,6515.72,0
14961,6950.53,0,29,625.75,2.5,1.95,0,92.1,53.04,142.7,372.4,5631.09,0
14966,9958.52,25.7,180.3,864.2,0,2.9,10.8,213.65,81.84,101.4,829.8,7647.93,0
14967,9034.8,0,161.1,715.05,0,3.15,0,176.7,125.76,166.5,588,7098.54,0
14974,10471.78,0,114.9,1268.12,15,55,0,107.73,167.81,110.3,484.8,8148.12,0
14975,13414.86,0,376.8,1586.91,14.7,6.15,0,98.8,194.34,100.4,948.2,10088.56,0
14976,8321.71,0,104.2,1341.53,0,0,0,201.26,27.18,53.9,290.3,6303.34,0
14977,11955.92,0,84.3,867.51,23,18.35,0,279.1,96.12,115.35,471.12,10001.07,1000
14982,11336.65,0,84.02,1115.2,62,0,0,233.13,22.81,124.5,1152.6,8542.39,0
14983,15943.18,0,666.9,1011.7,26.5,20.55,0,164.8,147.6,178.1,1572.5,12154.53,0
14986,7092.22,0,32.3,596.5,0,0,0,38.08,0,45.9,377.6,6001.84,0
14987,6315.34,0,428.7,436.81,0,1.2,0,23,7.2,41.5,616.28,4760.65,0
14988,8764.18,14.2,115.7,771.94,0,0,0,70.1,153.78,18.53,644.1,6975.83,0
14989,9544.42,7,80.5,537.31,39.8,39.7,0,129.3,187.2,75.4,467.55,7980.66,1500
14990,11367.69,0,77.8,908.32,5.5,3,0,315.81,118.26,40.8,610.1,9288.1,0
14991,12502.06,0,422.5,1081.08,0,7.2,0,628.3,82.8,60.6,589.8,9629.78,1000
14998,12377.96,0,139.5,1093.52,23,39.73,0,298.2,128.28,151.2,994.83,9509.7,0
14999,14643.06,0,278.4,1018.57,78,155.35,0,543.55,79.2,263.9,980.21,11245.88,0
15008,6619.04,0,49.8,675.86,11,0.7,0,176.9,51.84,68.6,299.6,5284.74,0
15009,8216.4,0,29.26,604.58,15,8.95,0,165.32,129.6,124.5,193,6946.19,0
15012,10067.22,0,122.5,702.07,42,10.5,0,452.86,88.78,87.1,385.5,8175.91,0
15013,15637.89,82.7,215.9,1338.6,50.6,97.3,0,685.6,108,164.1,738.4,12156.69,1000
15020,16025.53,0,220.4,2215.5,6.5,46.7,0,847.34,282.74,142.13,433.7,11830.52,0
15021,17204.51,71.2,781.33,2509.25,77.7,129.8,0,726.94,163.98,271.3,427.7,12045.31,0
15022,13254.45,0,78.8,1623.69,47.5,0,0,711.75,105.04,101.1,375.25,10211.32,0
15023,13378.47,0,189.06,1366.18,14,79,0,449.87,59.7,131.9,194.7,10894.06,0
15042,12131.58,0,299.9,1280.28,0,86.6,0,210.48,29,52.9,614.1,9558.32,0
15043,14366.67,15,876.8,825.26,19.9,38.3,0,116.6,10.86,209.6,560.5,11693.85,0
15044,9402.79,20,44.4,1252.43,12,8.95,0,115.9,70.16,42.8,322.9,7513.25,0
15045,11590.26,0,95.2,814.32,0,28.3,0,127.1,27.3,92.5,475.7,9929.84,1500
15050,10158.75,20,220.5,710.89,5,11.6,0,468.21,145.92,119.8,568.3,7888.53,0
15051,11238.07,0,61.3,414.61,15,30.9,0,159.4,93.6,61.7,474.6,9926.96,0
15060,10231.24,0,246.4,818.05,1.3,34.4,0,244.8,83.3,163.3,541.5,8098.19,0
15061,13749.64,0,647.8,916.66,0,30.65,0,147,33.72,193.2,1073.1,10707.51,0
15092,10969.87,0,165.8,872.2,30.66,24.4,0,465.7,164.3,108.4,337.8,8800.61,0
15093,12488.79,0,265.4,921.73,0,21.45,0,212.3,147.6,106.95,373.8,10439.56,2000
15094,8383.12,0,51.7,685.05,0,13.9,0,233.3,61.2,67.17,315.7,6955.1,0
15095,11188.09,0,284,590.89,0,23.15,0,166.9,14.4,77.3,198.3,9833.15,2000
15098,8819.29,0,87.9,773.38,1.2,21.5,0,172.35,119.1,95.03,602.5,6946.33,0
15099,9386.42,0,56.8,732.03,0,25.05,0,390.3,58.56,127.9,899.9,7095.88,0
15110,11308.52,60,280,856.68,23.2,8.7,0,186.9,45.5,68.2,565.74,9213.6,0
15111,11906.72,0,182.88,725.66,0,17.7,0,467.3,10.8,81.2,1049.9,9371.28,0
15120,9315.51,0,166.8,889.79,16.23,21.8,0,280.48,86.22,39.71,260.5,7553.98,0
15121,7811.26,117.42,117.95,387.26,19.5,25.25,0,397.9,48.48,84.6,76.4,6536.5,0
15122,11486.36,0,125.1,628.77,0,24.7,0,234.23,127.5,338.98,454.2,9552.88,0
15123,12088.88,0,59.1,608.56,19.5,26.5,0,139.85,39.6,270.3,441.4,10484.07,0
15146,7584.09,0,135.1,377.12,6.5,0,0,152.1,125,124.2,352.2,6311.87,0
15147,8588.46,0,84.65,727.94,0,52.2,0,169.1,122.52,111.8,305.05,7015.2,0
15148,8179.05,0,216.2,498.87,0,0,0,188.13,92.52,162.8,151.2,6869.33,0
15149,6161.13,0,110.9,469.78,50,15.9,28,143.7,57.6,152.3,93.1,5039.85,0
15150,7124.63,0.9,188.2,1122.21,5.5,66.63,0,60.6,45.02,61.3,213.7,5360.57,0
15151,8311.45,0,181.23,521.95,5.6,75.85,0,192.65,10.8,112.3,345,6866.07,1500
15156,13382.58,0,367.4,1231.08,12,23.4,0,749.18,337.98,109.9,454.6,10097.04,0
15157,15333.7,0,148.73,1122.4,16.5,358.7,0,654.35,294.24,191.3,526.1,12021.38,0
15162,10440.72,0,18.8,983.62,0.5,37.8,0,392.48,219.06,54.36,737.1,7997,0
15163,10274.74,0,159.17,749.77,0.1,12.3,0,375.78,104.4,78.6,877.6,7917.02,1500
15172,8520.07,3.64,157.7,989.45,1.1,8.5,0,117.5,123.7,99,574.9,6444.58,0
15173,10217.71,0,280.94,1007.88,4.9,99.95,10.8,513.71,127.08,90.21,819.06,7263.18,1500
15174,17702.37,4.2,664.9,1010.26,67.4,26.8,3.6,1203.67,118.84,291.08,859.9,13451.72,0
15175,22735.31,0,1322.53,1425.39,248,597.25,3,847.8,108,437.5,1482.8,16263.04,0
15186,15719.28,20.82,251.4,982.5,5.8,0,10.5,1014.46,227.2,213,1490.3,11503.3,0
15187,20035.86,0,573.1,1205.48,30.5,72.15,203,1013.19,96.42,304.8,2141.8,14395.42,0
15192,11045.13,40.8,254.12,879.82,4.8,1.9,0,239.05,108.92,83.7,1033.2,8398.82,0
15193,10190.41,0,241.1,747.29,26.7,5.95,0,50.6,49.38,125,1109,7835.39,0
15198,8392,4.2,297.8,1008.41,2.9,2.3,0,185.1,62.66,167.9,1038.8,5621.93,0
15199,9271.62,0,282.8,632.96,1.3,53.1,3,218.5,3.84,183.5,354.3,7538.32,0
15204,6503.27,0,122.2,496.6,22,0,0,92.6,50.4,92.9,199.8,5426.77,0
15205,7100.75,0,213.2,404.16,0,43.5,0,154.6,47.94,123.6,114.15,5999.6,1000
15208,6573.26,0,95.2,834.87,0,0,0,157.8,70.68,129.6,148.6,5136.51,0
15209,7416,0,21.55,428.77,22,18.9,0,412.3,84.72,189.7,126.6,6111.46,0
15212,8031.09,0,254.3,769.27,0,0,0,154.44,116.28,147.58,576.8,6012.42,0
15213,7419.68,0,76.8,517.37,0,10.5,0,462.1,97.44,272.6,250.4,5732.47,0
15216,9781.83,0.6,12.6,1034.31,5.7,27,0,321.86,30,209.8,115.4,8024.56,0
15217,9173.24,0,80.3,683.82,5.9,32.85,0,668.35,18,178.7,152,7353.32,1500
15218,10554.46,3.6,48.1,900,30.6,9.5,0,429.76,101.08,117.3,682.3,8232.22,0
15219,9883.66,0,170.8,523.62,0.7,2.3,0,247.9,14.4,144.6,312,8467.34,1000
15224,6800.71,0,123,849.86,13.2,0,0,170.08,55.06,84,192.3,5313.21,0
15225,8142.38,206.1,28.4,872.27,15,10.9,0,81.1,3.6,112.8,82.7,6729.51,1000
15226,5884.23,0,163.3,553.34,10.8,0,0,246.65,40.46,29.03,201.5,4639.15,0
15227,6973.85,0,206.3,414.61,32.7,6.95,0,172.8,14.4,38.7,402,5685.39,1000
15230,10416.97,0,195.3,1129.32,23.7,3.7,0,298.76,64.4,82.88,430.3,8188.61,0
15231,16566.58,0,280.9,1907.68,11.5,11.5,0,396.89,0,123.4,799.4,13035.31,0
15232,11747.96,15,285.8,1024.84,61.5,0.3,6.36,523.96,86.8,196.9,506,9040.5,0
15233,12179.73,0,288.78,635.8,69,104.05,0,721.75,11.88,264.26,549.5,9534.71,0
15244,10887.29,0,286.1,1270.1,56,6.1,0,174.63,95.6,86,403.12,8509.64,0
15245,14381.46,0,723.52,997.61,23.9,25.95,0,377.6,57.6,146.75,673.5,11355.03,1500
15246,7023.31,4.1,182.5,897.17,11.8,1.2,0,49.6,21.9,20,604,5231.04,0
15247,8031.96,0,131.9,648.43,0,7.95,0,58.8,10.8,32.9,790.52,6350.66,0
15248,6658.35,0,152,1048.73,3.5,0,0,150.48,26.4,35,524.6,4717.64,0
15249,7610.2,0,83.3,781.95,0,6.55,0,103.6,25.2,46.8,504.3,6058.5,0
15258,12185.98,5.74,37.1,1138.33,14.4,0,0,241.13,124.28,54,1246.8,9324.2,0
15259,6956.05,0,174.13,760.05,30.3,32.8,0,130.2,14.4,105.7,671,5037.47,0
15274,8491.26,0.1,98.5,554.49,65.8,41.5,0,303.71,6.36,133.9,1109.2,6177.7,0
15275,6947.92,0,204.4,430.76,25,76.3,0,159.8,14.4,43.9,1000,4993.36,0
15276,10940.16,0,216.1,897.52,38,26.8,0,399.3,22.98,66.3,1167.2,8105.96,0
15277,10719.13,0,535.8,809.88,9.5,256.65,28,410.2,102.54,58,1093.1,7415.46,0
15278,7107.84,0,0,748.32,28.5,2.6,0,120.1,39.8,17.9,1011.7,5138.92,0
15279,7357.46,0,133.29,607.81,18.7,10.05,0,203.9,25.26,26.6,1203.5,5128.35,0
15290,10294.69,2.8,11.5,942.84,17.6,16,0,533.3,0,32.6,526.8,8211.25,0
15291,12201.57,0,239.7,1249.28,6.5,3.8,0,589.9,0,34.8,863.2,9214.39,2000
15308,9727.89,0,122.62,726.24,50.77,16.1,0,230.11,16.14,62.7,1418.8,7084.41,0
15309,12598.09,0,162.2,1747.57,0,66.25,0,621,104.58,28.1,1339.7,8528.69,0
15312,11089.14,0,180.6,479.17,22.15,4.3,0,114.8,14.4,132.3,746.35,9395.07,0
15313,7433.19,0,149.95,598.53,0,11.9,0,407.25,47.4,75.8,445,5697.36,1000
15314,10906.45,0,184.7,755.4,27.4,5.1,0,312.8,28.86,99.17,870,8623.02,0
15315,11634.24,0,384.93,639.04,0,140.7,0,893.7,46.32,50.6,879.2,8599.75,1000
15316,7197.45,1.1,180.4,490.94,22.4,1.3,0,70.2,17.46,51.1,1108.3,5254.25,0
15317,5901.9,5,62.7,455.75,0,13.15,0,146.2,40.8,15.6,732.4,4430.3,1000
15326,8620.92,0,172.9,687.27,0,0,0,616.1,58.26,86.1,407.8,6592.49,0
15327,10646.43,0,154.9,989.94,32.5,59.3,0,764.17,111.72,151.3,264.2,8118.4,0
15328,4943.12,0,106.2,374.35,0,24.85,0,218.53,53.16,42.03,161.6,3962.4,0
15329,3623.01,0,62.28,452.8,0,40.9,0,209.1,45.06,86.8,90.5,2635.57,0
15342,9930.4,0,12,1118.63,30.9,42.8,0,217.3,35.46,90.85,889.8,7492.66,0
15343,14734.65,0,966.22,763.02,38.66,82.45,0,93.2,110.52,233.3,1198.15,11249.13,2000
15344,13661.32,0.8,79.4,1375.46,17.3,70.6,0,169.12,45.04,107.94,1521.8,10273.86,0
15345,12920.19,0,440.86,1110.02,2.4,64.55,0,620.53,53.1,51.7,1064.65,9512.38,0
15346,8428.87,0,30.9,717.03,12.1,18.4,0,204.03,17.4,74.16,976.4,6378.45,0
15347,5275.7,0,97.52,556.83,0,11.25,0,299.8,39.3,26.4,621.7,3622.9,0
15352,9379.6,0,231.3,1005.47,95.42,13.6,0,133.3,20.28,285.75,1439.2,6155.28,0
15353,8118.25,0,245.39,882.73,15,85.73,0,476.83,47.94,52.09,1152.61,5159.93,0
15354,7721.99,0,29.1,827.12,22.2,14.05,0,306.35,4.86,92.26,172.2,6253.85,0
15355,8957.3,0,82.62,1607.34,20,69.99,0,290.15,13.62,20.33,889.42,5963.83,1000
15376,8882.95,0,43.7,876.56,23.3,1.4,0,182.29,43.2,44.83,365.9,7301.77,0
15377,9631.46,0,112.3,651.65,20.1,6.55,0,252.13,12.06,16.3,451.5,8108.87,2000
15380,11846.33,0.64,174.5,1169.33,27.8,33.3,0,491.42,24,48.02,971,8906.32,0
15381,10014.36,0,288.32,807.92,20.9,33.5,4,446.1,38.52,77.1,923.1,7374.9,0
15386,8582.84,0,333.4,860.54,2.3,0,0,110.3,126.42,100.5,429.4,6619.98,0
15387,8629.41,0,250.41,734.88,5,32.5,0,154.6,90.3,109.9,418.4,6833.42,0
15388,10082.64,0,199.14,883.46,26.25,0.5,0,147.81,193.3,154.7,241,8236.48,0
15389,7398.91,0,151.5,601.03,5,12.75,66,260,219.36,145.4,256.8,5681.07,0
15392,15117.84,1.2,253.92,1806.02,36.8,3.3,0,323.96,13.5,53.1,2043.9,10582.14,0
15393,10848.07,0,467.02,969.48,60.2,64.2,0,484.63,58.74,36.4,1347.75,7359.65,0
15400,7873.93,1.21,88.7,1014.84,22.3,5.3,0,305.09,7.86,41.6,437.7,5949.33,0
15401,7839.83,0,174.8,683.64,16,38.9,0,304.8,8.7,21.68,394.35,6196.96,1500
15406,9326.68,1.5,65.2,606.32,16.1,14.5,0,494.4,0,70.4,596.07,7462.19,0
15407,6733.75,0,26.98,808.12,0,19.75,0,169.8,0,17.8,288.58,5402.72,0
15408,11652.08,1.8,81.7,1061.73,4.1,23.5,0,375.7,2.88,61.1,1098.1,8941.47,0
15409,9964.69,0,180.1,1416.07,0,38.9,0,208.35,25.2,26.7,775.7,7293.67,0
15410,12166.29,0.9,148.2,1203.68,4,30.8,0,345.53,2.52,78,1521.96,8830.7,0
15411,12976.8,0,269.28,1236.92,45.6,63.35,0,361.45,25.26,26.1,1927.26,9021.58,0
15412,11345.71,-8.78,39.4,1307.8,13.7,5.2,0,250.26,22.08,15.2,1295.1,8405.75,0
15413,10770.5,0,259.13,1167.6,6.5,0.7,0,316.83,19.02,12.7,1223.25,7764.77,0
15416,11366.34,0,126.4,1364.07,24,0,0,191.36,13.86,0,1480.5,8166.15,0
15417,8506.72,0,305.63,872.26,0,0.6,0,220.7,7.2,9.6,1021.8,6068.93,0
15422,9889.53,0,319.22,1048.51,11.4,2.8,0,167.76,13.8,18.5,1506.6,6800.94,0
15423,9044.71,0,374.2,868.74,22.5,14.25,2,81.6,38.82,21.4,1630.4,5990.8,1500
15424,8857.85,1.82,72.7,750.92,0.3,2.6,0,225.66,13.44,48.73,320.7,7420.98,0
15425,9599.81,0,141.7,900.18,0.8,26,9.5,558.8,30.6,41.65,506.7,7383.88,1000
15428,9752.91,0,168.6,802.37,32.5,3.7,0,176.42,9.42,17,932.44,7610.46,0
15429,8844.24,0,186.9,1181.48,15,42.7,0,508.4,44.28,42.5,883.26,5939.72,2000
15434,7882.84,0,186.1,425.97,0,0.8,0,623.3,172.28,189,612.9,5672.49,0
15435,4854.21,0,116,187.49,50,19.8,0,238,131.82,186.4,212.8,3711.9,0
15436,11493.76,0.01,215.6,738.2,4.7,0,0,562.83,271.74,274,664.3,8762.38,0
15437,10976.24,0,129.61,602.87,24.4,109.5,0,525.78,294,374.9,347.1,8568.08,0
15438,13022.04,0,728.3,1770.72,75,0,0,791.43,340.42,266.7,981.3,8068.17,0
15439,10379.91,88.74,200.92,1580.26,0,0.5,0,472.75,115.92,361.6,640.2,6919.02,0
15440,8084.11,0,170.2,646.05,0,0,0,351.68,127.56,128.9,823,5836.72,0
15441,8767.93,0,122.3,846.93,9.2,37.75,0,353.1,107.88,133.7,356.2,6800.87,0
15442,8217.44,0,204.1,893.72,15,0,0,494.52,142.48,168.7,932.2,5366.72,0
15443,5157.25,0,93.63,494.55,0,0,0,296.45,80.22,240,425.6,3526.8,0
15446,10360.86,0,42.2,1280.68,23.6,14.1,0,373.2,8.46,79.9,887.6,7651.12,0
15447,10603.15,0,127.95,1140.27,9.6,9.3,0,634.3,71.58,29.1,936.8,7644.25,0
15448,10386.44,0.4,8.3,1236.34,1.3,7.1,0,326.15,4.56,30.9,1327,7444.39,0
15449,9754.85,0,345.9,1077.37,0,0.1,0,233.1,65.22,14.4,1793.6,6225.16,0
15456,9142.48,0.4,29.5,701.92,0.3,4.6,0,245.28,10.5,31.7,420.7,7697.58,0
15457,5241.39,0,125.4,313.39,0,21.2,0,146,33.18,43.3,262.43,4296.49,0
15460,14922.15,9.46,45.1,1785.8,3.2,33.2,0,216.84,24.42,53.9,2219.38,10530.85,0
15461,14024.52,0,516.5,1506.09,1.3,22,0,394.65,39.18,21.5,2285.1,9238.2,0
15464,9102.22,0,106.7,723.97,24.5,15,0,126.9,34.74,77.7,812.8,7179.91,0
15465,5116.44,0,307,529.58,0,3.25,0,95.9,100.44,9.1,554.8,3516.37,0
15468,8758.69,1,118.7,873.01,11.6,3.6,0,232.27,13.14,51.73,796.8,6656.84,0
15469,6872.22,0,395,567.39,0,17.85,0,273.2,78.54,26.9,856.43,4656.91,1000
15476,9394.25,2.1,72.8,1438.62,7.5,11,0,141.36,31.08,33.5,1005.15,6651.14,0
15477,10621.83,0,29.75,1453.03,15,3.65,0,569.3,61.5,26.8,1092.4,7370.4,1000
15478,14501.55,2.6,65.6,1929.44,70.08,80.1,0,193.43,11.4,28.3,1610.67,10509.93,0
15479,14058.71,0,357.8,1793.8,2.5,12.2,0,1011.9,14.34,116.7,1470.9,9278.57,0
15492,10609.53,1.83,37.1,712.57,14.5,110.5,0,385.07,42.04,82.5,289,8934.42,0
15493,8806.4,0,318.92,402.55,24,12.15,0,418,52.92,53.3,542.9,6981.66,0
15498,16860.15,0,182.23,2626.16,0,0.2,0,249.6,265.46,243,799.4,12494.1,0
15499,22980.1,0,62.8,4105.14,7.5,1.05,0,287.05,121.2,197,1276.6,16921.76,0
15502,9052.55,0,88.3,566.15,0,0,0,140.85,223.2,134.7,432.4,7466.95,0
15503,8278.87,0,460,463.84,11.5,2.25,0,56.8,157.02,180.4,328.22,6618.84,0
15510,6345.89,0.2,10.9,827.6,0,13.6,0,227.23,3.72,5.4,77.7,5179.54,0
15511,8016.98,0,35.9,286.86,0,11.3,0,305,42.66,9,211.9,7114.36,0
15512,8881.59,0,154.8,1002.44,0.6,13.9,0,153.5,25.44,26.7,811.4,6692.81,0
15513,6517.04,0,326.1,607.84,0,3,0,204.8,69.66,22.3,668.8,4614.54,1500
15514,11687.94,0,13.3,952.51,5.8,27.6,0,398.87,96.42,50.2,828.2,9315.04,0
15515,9348.78,0,164.46,521.19,0,1.9,0,285.03,70.38,25.5,1045.45,7234.87,0
15532,13609.14,0,656.6,1292.92,15.6,51.6,0,432.95,68.04,63.2,1339.2,9689.03,0
15533,10239.68,20,242.5,759.81,10.7,1.75,0,114.09,90.72,24.3,1304.42,7671.39,0
15536,9532.52,0,46.9,1065.89,10.9,38.6,0,175.49,0,18.1,977.9,7198.74,0
15537,13539.34,0,371.3,1805.32,10.2,49.5,0,381.09,25.2,105.5,1189.1,9602.13,1500
